Stock_A,Stock_B,Stock_C,Stock_D,Stock_E
117.71673420238596,70.18739626650347,118.46602508059125,186.61318373275267,147.31461168403024
119.73989267281009,71.71929830111466,117.62104563234914,185.9370776298128,150.02957001939166
117.86172444912748,71.96390701421295,115.16739207762332,183.31969416751855,147.77695873543882
118.03392502666372,70.39375500044528,116.14432267986176,185.60980943787504,148.25583089995814
116.27152163505617,71.68225126584687,115.02439657302163,182.2351317468656,149.92076842677605
117.12755408337392,71.38587436738132,115.36248544105788,184.14150596866446,150.0680046661427
117.83157442175303,72.2016620628731,118.05216821825252,185.9110836146523,149.2605648696031
116.47196812982614,71.16959958153453,115.19479191853931,189.56120635634693,149.95793564685795
115.33982662158917,71.3789719897702,117.30377913304994,186.18049837786958,152.24676021999042
117.77558373517778,71.42573892899614,121.61797989038963,187.56901740595455,152.1686894167898
115.89429205480698,70.85965216261638,116.20291344162975,190.1292402759194,150.55026544315913
117.2349504331765,72.31082899012473,116.54022835990051,186.2186666415989,149.34892765671208
115.96833228773441,71.40202148535553,115.72929391266531,187.49228384879214,150.62901869938827
116.98864301855978,71.17895010443908,116.75444030652122,185.9733758437996,150.2416407069895
117.3684758945163,70.33533571202234,113.70926169547258,184.79394481531352,148.99460532787387
116.27262785198144,71.92855421152817,118.88754715181503,185.5316101289292,154.02578498676476
115.99380947556575,72.33091440112942,116.89506466604485,184.02045221002356,145.28150828375078
117.24159912802328,70.71451333879189,117.97832311312114,190.82382316814193,148.17885350183005
117.9536649049062,71.147541871486,118.59779414653138,189.26999123313533,149.86508991098648
117.88208382452932,71.39944764647085,120.24136230575593,190.5087870964508,151.10580692882908
117.42854695909101,70.23849843440249,118.24716247928929,187.6359046681632,151.57676528165769
118.64007888039117,71.07147924487363,116.48856227596984,189.72775673422842,148.81745495014516
115.37504037784004,70.8017350244567,116.3086849035485,184.77823511450174,151.81890841625724
118.51470005564957,70.84345513784768,117.44993362256473,184.0780882790778,154.04884014442428
116.21287779850557,70.22431966190048,118.95350930073492,189.22389381758316,154.7612911365913
116.73696564878162,71.14800196182152,117.23600912525522,184.56694424767215,150.63627813082394
113.69059026358609,70.75196667012207,115.31690462385974,185.03892822171596,154.19371098118003
118.02705639196459,71.58993009542439,117.73067093847214,187.71241138389075,149.89573728236812
117.71216216074782,70.38887192295385,117.43873629324275,191.16800409322417,151.84540631438193
116.11253212112764,72.93426012011736,116.51616384562745,187.42218183951252,150.51149798411913
119.33898863392339,71.59289916942798,118.5248302749344,183.78189601306275,152.2095110869512
117.49209954114056,72.94126616349307,116.13233600140096,186.17765035444754,149.6486100306976
116.31886682620825,71.92786551217004,117.66571784627395,188.24214346516695,150.0084794257255
115.5338260980716,70.2965788942204,120.29717568681889,187.7954797565856,150.27860100008434
116.41268360576534,71.51579768434067,114.70430905910901,187.05982219499845,149.72891970580227
119.2773019903602,70.43980477596806,115.25884079022882,182.21288084722258,151.3798634998255
117.13100376911825,70.60217424081014,117.14803749885544,180.2542295715401,150.6206850963069
114.96022748315438,69.94103048888746,119.95313931752155,187.14968329221225,149.99049903513557
115.94239686168018,71.06148611425196,115.88557509345017,185.65742406533667,147.83907423999656
116.87188118709437,69.36541288817342,116.61710901065274,186.26219613380442,150.9631532590763
116.55877975047513,70.90301961287467,117.48146977565759,186.13331403637258,149.00923225969535
115.89028793959169,71.4633337230538,115.68663522959795,185.66385712799655,153.2027019574884
116.89998180528596,71.95814691719762,116.23086129695706,191.03710706973024,148.47825682095765
115.48246615913594,70.97075323981423,115.09993516863426,182.00026093484846,150.33799556946173
117.06445522684263,72.0906347589516,115.66899662884693,186.10398520411124,150.18858124758486
115.49057021160017,70.66065776679208,118.62259992115229,185.98123449793002,147.73347647694226
118.17695972799224,71.06713785571498,114.92291897655285,188.8075509616928,148.1764267372188
116.06487824604913,70.59582685818214,117.56873432412608,187.0999226028167,147.71145645978237
117.22114373613407,70.22637255926382,120.18919390062862,183.84176965820683,147.27685500643784
115.89777663296343,71.96357913364955,117.55065805529122,184.40737385077372,152.05390667002195
115.9139766874227,70.54422861545878,115.83528637372234,185.26637695939974,148.72286333188657
116.21598573496478,69.96769145732877,115.82456219043895,188.4571899161542,152.52202589075657
115.37240158206892,71.23050413300759,118.66800140312769,188.72593016469656,152.85178299463698
119.1571678203702,71.75313101339172,115.16712834919075,189.2402908893138,148.47281514019258
118.80308932290232,70.93571963221375,116.54439662884884,187.52163350581463,149.83544252156608
117.07037462479435,72.72047858857599,114.76895694602112,188.85790061029465,148.57968904815107
119.05382515602899,71.29635945541894,116.66879354797985,187.15539672488848,150.9172129410522
115.37424798665927,73.24454170681615,117.72528338447259,187.8529218562547,150.24598102594956
119.61135108786398,71.60515695492835,111.57019783201706,193.09456599269942,145.83827365943338
117.40083814888067,71.13058178121089,118.60698268842758,186.53731120235116,151.83977765137232
117.41166448318502,71.10825922951514,110.84545834464123,184.57182686983074,149.4808294863657
114.77187875738018,71.0987520119985,115.81615179459389,184.2033456299127,149.43624889114986
116.60795091876406,70.77961074743703,118.23286282477603,186.90230800192546,149.80515136424052
116.7845388517721,71.488549873603,116.53027280419288,187.37991346869194,149.8723239668054
115.16879218890976,70.41840098297466,120.0500119980431,186.26977081143363,150.50841681299536
117.34664232128505,71.27568961359735,115.78300460689344,184.70804770133861,149.81336041782708
118.76974225341108,71.2247890198631,116.36957355942955,189.94620108472523,146.83939381860773
119.52192783751069,71.57244564499973,115.59970591019399,187.21330320003224,151.74955882489823
116.13854569188393,72.58386693131663,118.04682175375738,187.88789171138683,155.08770511953927
118.0592140795818,71.43713582275457,115.18524382128166,190.6608580002176,154.04210420712587
116.8430909533286,71.33080835894704,113.7156152033761,189.1837032003133,146.17969702541683
115.5923270630046,70.30335360816761,119.36114014979884,188.81276511256152,154.4117727241949
116.44513111718922,70.99973870659583,116.5655164325027,185.41424103786437,151.02174592009305
119.30194913542981,71.00692300341454,119.12968593500099,187.43809767627562,149.55069939600986
117.64665543320886,71.24233025618295,115.78466767554958,185.37428375851832,150.24554763120585
115.50509910875857,71.71058513534426,114.69888541738229,188.4010802599211,151.01768730271638
116.43509684483573,72.29901271157931,117.1082968550256,187.43172628237284,149.9599043691587
116.03076937760864,71.0020430042935,119.65101074539082,186.83127465279657,146.02486333083925
117.73988491364716,71.43635669740078,117.08575736125574,186.4571088022226,153.24363434961583
117.78722782545476,71.50027211403216,119.59002115393773,187.18059898746378,151.49032591289188
115.75790667345854,71.0597232084321,116.17332253482424,183.43461651043046,151.6518864532526
117.11632758238613,71.11773156611707,116.42806704635778,184.23411919796337,150.59857294416813
116.60067100698473,71.48443024021712,114.71817576727575,186.34159603380888,150.14845369117202
116.75350270677215,70.849623407222,114.23805590132726,186.39543060718614,149.57703569159503
118.01787141132512,70.88827687033064,118.50876895415485,189.67915018531704,146.06598681998992
119.70948595434616,69.83633219771477,116.25568452005334,184.3138859422513,150.605960966688
118.44141505467525,71.56661577080004,116.77429964025383,183.16589982348663,147.27179871747268
117.71062684882794,71.15720117753906,115.68379661700222,185.12950346497777,150.64249534988232
115.95236764654526,70.49479199330037,116.35940746487192,181.36759617806223,147.5083663437353
117.60454567338734,72.51278010921489,114.92738041977296,184.31947030851276,150.7340763012983
117.46857716115294,71.39876161810098,116.30555198488524,187.43492676157373,146.33571331937588
116.72292014233538,69.69212649412275,117.00991989498557,186.03836698667325,148.1219251356092
117.76631647704279,71.46785753518722,116.90212569270348,186.36324181332816,148.655116925635
115.44437454128199,70.07209607501902,119.06327825065769,183.50614429358285,153.0307827753889
118.75033591252532,70.65680323748305,114.49553919961812,189.1855721383925,147.94687619398206
116.11974440994227,70.34562073440343,116.11423298072246,185.3507491175734,149.28608926609303
116.94211643914068,70.68076074775871,118.58099058013715,182.2665690355068,148.41004202046244
118.63313358031405,71.04251266314652,116.73383778936525,192.85197301017462,148.51010491025895
117.369068801611,72.26348992661879,116.92923827469109,188.29630524450357,145.8806578023068
118.98847800889284,71.60942643137798,115.54040300094611,187.4078528843468,149.34453614328459
117.38511284828621,70.44576017530711,118.42958811814636,187.55573587619787,147.99071290594534
119.6773235552846,70.88300952025678,113.96521470520302,183.31877399755794,147.22700352377478
116.93571445831913,70.95781103658075,117.77123328911114,186.20677273524376,154.19802723667806
116.72075074560207,70.60187792202107,118.86145284441953,185.38016820961053,149.55627101940786
118.05440729398997,70.84828385091687,111.67976918037064,184.18289822463558,151.7960979282467
118.02864601432282,69.66661840749737,117.43557127239221,183.99571926747197,150.4245394449577
116.46654140964944,71.44150084038414,113.74277666795285,185.16421898515839,151.92713546815594
116.99800998200377,70.95829681546576,117.35027705902637,180.75744174038772,154.93822841656402
115.78012015982232,71.48469985103263,116.09176779456565,183.8640413820543,152.57806307338157
115.56457534064417,70.69093695181243,118.54310727170973,185.86165876037228,152.26726307536023
116.80707510215244,71.62801563959088,116.11118557011699,188.27893233014845,151.16359614704137
117.53211651009953,70.78520961553237,117.4627403568134,185.70894853893438,149.1507988541724
113.70508636714116,70.8568247833184,116.83029131650287,182.86182371998407,149.94453914589224
117.635279777399,71.39176657784004,114.83608429026677,186.58312258166288,150.97332648456594
115.15649884035098,70.9639679390724,119.41403679126734,181.82132186418585,149.17238563148888
116.69766951526174,71.32932598912349,115.8974081319822,186.37834939333396,145.28092356845363
116.97728247822704,71.39265259119765,118.28850911244002,182.8422309299169,147.41616260721665
117.6461160409347,71.41313395389253,117.50754253513,189.667389628458,154.97002106523703
116.90483601320331,71.5292065926585,114.4940186378548,183.78846017979205,149.8195108204734
116.57914867848129,72.27677056546706,118.69852133404393,188.11324859921478,152.20688046810812
117.64841844511585,71.07376821718346,113.94461438164028,188.29241308713355,153.4471177731922
117.70442185726618,71.09977379873219,120.09821528136538,186.10117884338302,153.1776820344499
116.7507439159502,69.76797762139391,114.08301725868223,186.88192756515176,151.70784761732565
118.12374022524507,70.99108628535292,116.10901180592005,185.1709850645847,148.0621896977076
117.54911198752225,70.78737793991,119.74976518264141,185.53385579508367,151.57900964553824
115.47626171768401,71.50937079619804,115.72336610348749,184.78806918624454,149.53713737192868
114.66784400971606,70.78050578677885,115.21028206399409,185.52619956302797,152.2713452998761
116.6538627534229,70.8981918524024,115.65666517532975,185.97661880100824,145.64189030198435
118.54666252205479,71.7450142228724,118.39637753759139,188.99175805423928,153.78931378562345
115.42771051154656,70.74656022779503,117.54795477152395,182.36997828069497,151.36495353879775
117.21238566476242,71.9730339713676,116.4405582853809,187.80584855571223,152.0234162039989
117.32148932632317,70.89212242092108,115.38358277934388,186.40034168743477,150.83059909652394
116.73352538723199,71.43665508961064,115.93493432512591,187.51365470069467,152.8168869924007
119.27359517899004,70.05217468592019,112.35999983821422,192.11396791544632,153.76079929350652
119.29138600424719,69.984550282583,117.67868498541249,185.09552013484856,152.55112103049927
116.14075322943272,70.73568844994297,121.93920870989854,187.17147393474582,145.57912765955643
117.40358351969189,71.0112870002798,118.69667848813305,187.36517648597265,149.796558134041
117.0819015138002,71.81513125576448,116.36615118320631,186.86868519833473,147.71567445071378
116.13563673518166,72.11525255064443,114.19305629704829,187.6111109614668,154.09989966231566
116.27536152808347,70.36720118590029,118.9240362076995,187.07818558042402,153.98642479849698
116.67854955319021,71.26847978720082,115.34547784752135,184.81247586808158,146.772250150174
116.94021141370008,71.19939417975442,117.76674972645544,187.50593625856413,148.24170762716508
117.90270817224523,70.76867464080179,117.81140899904135,186.24437836409055,151.23353574967456
117.84896956655395,71.27250429942767,118.22225113311686,185.6523319622002,151.06861962272154
115.54912366433726,72.7413950374932,116.63270568964562,180.5612975351721,150.3994608171751
120.10076802796156,71.24062683709897,117.3058314786614,184.7717052958917,149.47820257265943
118.72698944933906,71.06285209510206,115.66485196408325,187.96949735992922,152.45870563243443
117.06949674618458,70.56692958732066,115.20770935513374,187.08754713940812,145.54150648974894
117.4345828412322,71.02350958857754,118.28130679990024,183.81005625675516,149.89092581777462
115.43606366030725,70.84461014882096,117.36143549371158,183.86324256549597,147.0996263808764
118.3493249046487,72.30776324489779,117.22588443895778,190.5093552664602,147.53224038027224
116.23959552659876,71.10895021301116,119.12795125555505,188.19653239191382,150.00368783987352
116.57434795710905,70.92591379325263,115.7237214147754,182.6705415750165,148.58059379745328
116.26936524956449,70.97074691417491,116.95133308802501,183.77425546022005,149.59959078176095
118.59816799323245,70.92036689799795,115.39720721522107,185.77140249892258,149.34535514107165
118.74669399886423,70.99705135499435,118.56566665462255,186.17306980496528,150.6425999779631
116.95593500409153,72.5188005506343,117.34370686692327,184.0685487148675,149.47557849198068
116.97458763260994,70.8639963502621,115.72289496108077,187.2013927528238,147.3007646356308
119.50384885429088,71.07141252858705,117.13687100414563,182.64812562784448,152.26300954278523
117.60023805951445,71.16042944537696,118.44076896630824,186.9744791677568,147.51532154132934
116.88705275636339,70.77049301988438,117.36242813677543,188.63914714450627,154.35463225132906
116.41528782637234,72.37237288898011,118.13153924190394,187.42325484843374,151.44745901668813
116.56268850238375,71.75269896023329,116.57851855945033,188.92912960494746,147.20188043833002
117.38199144944235,70.38728666335432,117.91981680620265,184.1633745440729,148.01905445023678
117.48632524548421,70.76515286794302,116.39669916725838,186.1187764040624,148.08555349709178
116.31683233921095,71.57291529283562,118.57039850377662,187.70234677857667,150.75487262279478
116.75801044956378,71.51139415768807,115.43276427872766,187.4418956823107,149.31907028428495
116.14597694315354,71.7964088626042,117.91335384433451,184.640077527824,149.8191771872968
119.45651905143649,71.48116769207923,117.67904491971811,190.90846891578175,152.7254768173078
118.14930056736252,70.2457392947027,119.6512928419872,184.55913726100576,149.98419025534992
119.2173877211842,70.87871139145497,115.0852073591274,188.50184603430998,145.27374700739253
114.6157075949944,71.1895089619803,120.18697924093345,187.64250678879037,150.41065350347102
117.77466768365706,70.95879634061039,116.50394988638418,183.54366435518048,145.798137387275
116.40909448429892,71.76743488543266,115.05091426613055,186.61384050926728,150.71486015301392
115.98267313395804,70.48196033323431,116.32772917057886,187.732276895051,146.11239479385736
117.14158624057337,70.9113859717668,118.53855639302546,188.29731840701191,149.45330658979697
116.99871885790225,71.02008901624764,113.25558925997136,187.47590968671167,151.20767394584104
115.85557743886734,71.11891765693132,117.14143229135102,183.5211575071833,149.7107599340319
117.10066307563004,71.78988914661734,116.39835806744058,188.79155294347768,148.2073739070456
116.92885244593947,70.21228089348718,113.87259533014989,184.34922496591682,146.68911894772205
116.02356429791163,71.20558548752811,118.26491374945545,189.24390250637634,148.17358093238659
118.93898346108818,71.54151950791798,115.64296121707898,184.01265194639396,145.6191212257692
118.41186173974799,70.81778155655724,115.68626752541716,188.83144054808727,151.1937116942184
117.5884067020833,71.83779343162153,117.98711260613352,187.69242135735485,148.6906967212902
114.76667278252806,71.70458334169454,113.94224608715456,186.11986474442003,145.08110781360935
118.56261365133847,71.64978488391495,116.52450927546636,186.53081908000283,146.2236254133244
116.90853358594997,71.81105392068487,120.18089156240555,185.9579490836186,149.00745166741112
118.57564475199514,69.71619668535628,117.15822459656289,187.92995398052923,148.12106811665862
117.4358492212083,70.41110307674515,115.7988881906957,187.11304549124915,154.14398308228618
117.06080727697908,70.88143844398137,120.20847635599002,181.92646290031263,149.8485475517662
117.71487053003621,70.88710872717634,117.8866216107959,186.75572239183455,150.29295759861395
115.81256203985487,71.95997491153966,115.32444173769684,187.93400692066356,154.59929649472508
118.80921411436724,71.02636475443306,116.5519548752471,188.15896939413807,148.3902995515923
117.25219277957498,70.77189819974859,113.56031582817084,180.16814188901824,149.0919106908213
115.37264961684558,70.98987893370108,113.32595087275114,184.94596742444926,148.4017892482821
118.29703548162485,71.3008663754516,115.77921073141643,186.8764619768472,151.26296860257378
117.50111435629915,70.59593024654998,117.80610280014916,180.11185821701784,150.7939399062568
115.8914702034831,70.66084794410531,119.53285465010072,183.55039440483523,151.26990637235073
114.68680658426464,70.67276754608147,117.46604171683835,183.14026991189507,152.34401890857708
118.26821757782055,70.95106029000746,114.03252102300698,188.19774296002456,149.36136310430115
115.15055362656672,72.34112511690513,116.42485654614495,188.09356338523642,149.13968169779506
114.94328040359287,71.64054808413827,112.43493419900815,186.15733613428992,152.28274084167973
117.887243856809,71.02944373111045,117.35224686964027,187.2992515392081,151.94121853058653
117.96237017091184,70.90476495087033,116.1336297178114,189.316020766055,144.38177964817962
115.22218787906831,71.68083184100414,117.61478892650541,186.22587573121305,151.50261985423967
116.00442904853377,71.92051591224394,115.01844958599628,186.26419693564117,148.8691576354286
116.62549101216594,70.322329394221,117.77493109649413,187.82080063661672,148.173367915639
120.02666050895108,70.16107793695188,116.87738823931079,186.5928698179152,148.01210447490382
117.44022337699325,71.25277582262173,118.53199148626982,188.08378536214818,146.89108217550213
118.18376265989247,71.14968314332049,117.74187433755327,189.11299551597003,154.28165089620774
118.50611278924477,71.55848504005834,116.51151169036068,184.04472351317258,151.91911398319823
115.55390651852052,70.85728383071663,117.16709503812442,185.32359990125596,148.48834133102721
115.5054727597579,71.37475145562655,120.81697481766918,189.56897938486784,146.23864824013702
117.28625542246324,72.98792085611025,117.70321425158754,186.54729549599566,151.8672239196442
115.56135153151617,71.44943930239872,117.11099925584554,185.05046860840866,147.31678139086375
114.64197074647115,70.41043864005637,117.48932201615806,186.3539189861851,154.54501539103526
116.76496935370426,71.01690695836618,115.0147514934334,186.5832654359459,147.24239422154153
118.08181820899534,71.94725104062964,116.0329352487288,185.5318558771503,153.07490928071823
116.930532659034,72.17856331580997,114.14403024782642,185.8628141755355,153.8636768948558
118.96561498624514,70.35829577839827,117.85646044399581,191.2875526437802,153.32116007464504
117.77423717062644,70.83298571534252,113.78743918523195,185.1908877368808,149.82963921409922
115.85155891505426,69.84003157341567,117.89560859068467,183.44456816307246,153.89977820640001
115.01327415772269,72.1400861988141,117.99817446222418,182.61515895490916,145.27768297116248
117.79385952895352,70.87126316598568,117.12982068578371,182.4895679777865,152.82207631748076
115.62324362075819,72.09908424105066,117.20123624977583,189.51390967931133,146.94772336633125
116.64073071017302,70.71713995483175,116.43584761796949,182.90474015749624,150.99039753752834
116.52639876110254,71.78702635605077,116.38050235389416,183.4004082449355,149.0458722904503
118.28231017240306,71.35080719348781,118.29225100390236,190.6926972311091,151.52544589142127
112.95602375125189,71.30001096567725,117.59082177199004,185.5382076181996,150.515148393142
116.94268652351592,71.63161978056858,118.80016578028935,186.19619059229547,151.47785410205063
118.360709377545,70.9925962873352,118.03959564129934,187.2168321677867,150.31880634656312
118.15519044633974,70.76579800426418,116.46871049491793,186.26299111784587,150.80064772787603
117.0941913301066,70.9297763830094,115.546468580822,186.57294673417354,155.0736409975623
117.7577919334682,71.41926461705484,116.88087129948181,182.6306785810631,146.61317341835186
116.5951359498081,72.01220583652015,115.23885859130738,185.80312984779692,151.17209534134687
115.57252050883925,71.19660919459024,118.52763467248643,180.95760359285106,150.5162506553644
116.75646644926985,72.24720487095706,115.85829259236765,183.6306399531179,146.6588035961629
116.09025020674738,71.34287857690806,115.23675755012697,185.28563382830595,149.8179659528265
118.8973036917302,70.12029774985965,117.57945766675223,187.75387060561465,149.16665347723927
117.00510710247028,70.35066284403655,119.29563314883484,184.39704774713238,150.86452217383322
115.32279418751195,70.16973007029763,120.41912673013165,185.02860088472323,147.19352764761038
118.52104170492338,70.96108705777392,116.36733203682464,187.7639762285345,146.50855825112006
116.38926413528885,71.42275400076943,117.99530547034179,187.43578139406796,148.68046477371752
118.94747583356231,70.94077102984325,119.63563391312164,185.6485958885546,152.4158079738636
116.02589567899756,70.80306633072682,116.52890882738821,186.7519085472998,153.06700637975808
116.35282862682239,71.62960378937134,115.40534102760924,192.53644074118185,151.04523084392824
118.7584800885937,70.45642176954375,113.80776695415142,188.04859559473292,151.82281278191826
118.45522185644136,71.95439913467008,114.62346244031382,182.33851961739293,149.86056094288406
117.34620411551526,71.94330707438561,115.95587807156804,183.33692174956278,152.1653821754172
119.27132530217976,71.68627372752269,116.22145023561315,183.85854084734595,149.1111604932062
116.03314090108654,70.49593983100483,118.0474031098562,182.76050215112082,151.4672036912001
115.59213916293913,70.51811686350358,115.45347621235577,188.4935645759323,147.57720321812198
116.6792565405391,71.199144588295,119.21890136925572,181.4323931994045,150.73475304260347
116.18945301371535,70.8941786857924,117.84723638975893,185.10749970537668,147.70672399576085
117.19820153265653,70.78308015042828,117.07634722353389,191.68959950120552,149.7867286566091
112.7131280421114,71.0090585062605,118.5457684131159,187.23904493313293,146.92278318546138
118.19231115364136,71.75816045408699,118.25958418254602,182.32498345444122,148.3695840683235
117.04384661052543,71.66285803457073,118.21438221884516,189.9973483342437,152.12829008281187
115.6857905860853,71.24520791712355,117.07660725946295,187.20044299800915,145.2706895911084
115.59360133525935,72.00463480900156,117.06335135538806,186.85262974334412,148.43904305939594
116.21667030735351,69.67286921187684,117.35830589378712,187.61196821902166,147.8352799439466
119.397724260601,71.46891169590437,119.1945057701457,190.66235646470747,153.1234246444593
116.93809687060542,71.14091142553795,116.8114897087929,184.69545579866013,151.43420376486964
115.49220287262585,71.32480476847226,118.844429816441,185.63871509869395,152.21995005370346
118.02832989813776,71.55846083812676,116.48646103486007,187.76959963041483,145.4205544933497
116.78378757885721,71.13226830105376,120.77397677731882,185.10806462096915,152.514921948703
117.4139316776595,71.16900737681011,116.80834971660371,188.92470355751968,150.16422811855773
116.03195103480243,71.38793113088825,118.84000815242993,186.8023655136515,151.113732859755
117.92643378731276,70.51046862629406,118.84056060292006,185.834353686135,151.51282762766954
117.59666957273629,71.1417615873726,118.53253743768477,189.47314270441137,149.2163179094595
118.26894800703425,70.91824922485775,116.18991849373083,190.52624270479433,147.24163508022102
115.70389474373965,70.49667434814191,119.56194037564448,181.05810229262636,147.4657066885197
117.04039163544562,70.06628393366654,115.55784477684705,188.177938567617,147.56953503660884
117.08502507314086,70.47343566205696,115.47862469071909,189.50547702083426,148.256710523576
119.2719098610872,70.54091782789921,118.16273542196991,188.37044065605963,147.44861440386072
115.27552845575781,71.58404470477556,115.90631059319712,185.164093367457,151.0516054817609
116.78523132592822,70.73269812749749,117.24371826835929,190.2833865286038,152.3724380574087
118.55531526959697,71.13628703856224,116.02624369923282,186.91728760831373,150.37658655728006
115.56263052449076,69.98788386233817,116.53174352216432,187.81107205549614,147.97749141947617
118.55794092502413,71.14255089649971,117.88881478910297,188.35935828614586,151.49400589062057
116.78843606605759,72.1390120406469,116.799202120757,183.61770909470943,148.0528002761741
117.47142772859668,71.54955922863482,115.27797397767011,188.8672545086803,152.43123058876967
117.95682919382426,71.68337669051488,115.89595383716835,188.4543201753852,153.99964915947
118.05220060748358,71.83148136965417,114.49641534023702,182.75101157823664,154.14519557370465
115.85418798092503,70.59536140340461,115.2547379265914,186.6412342324313,154.9895971414273
115.78818434170675,70.23840155593831,119.32410265884955,182.6886156848047,147.61448181531696
118.06585373703564,69.66756397509558,114.06747841142264,184.37303163160075,154.34444248477445
116.41704749482088,71.09331766652805,116.96432311746062,185.87338293336344,153.13951124304822
117.08113040719722,70.6167134321686,113.45999512488928,184.5392260847481,147.11819342150076
115.79815111020865,72.05885526570596,114.28065876951284,185.65581447626008,147.97360598041305
116.3767682928776,70.77775422189652,114.19290583448873,186.89239882562785,148.65018580291667
117.59660284959354,70.49820783359897,116.75156713085146,187.95229711603662,151.41984108990886
116.99293531766348,70.6385313727505,113.60632429045285,187.92628719082296,149.6257586198906
116.63183607579764,72.05069203269143,117.45090471372417,187.6721190347196,155.94572332078747
115.91223783212358,71.99620225349432,117.01885532116998,185.535216812662,150.1673850621292
117.53846650933112,69.86376175936996,116.94444419573782,185.6942780544377,147.29739276578798
116.0473047767206,70.35871598349105,118.18443959973077,184.57693453664936,152.99598061058603
117.9656118222682,71.45004810539497,117.76014233165118,187.004901721718,149.42959515930832
116.52470993960961,71.7064884748507,117.39035047075183,186.3646461209084,148.6255774994899
116.72862325254204,70.29524192816041,119.05095707452011,189.25972513314258,152.87085569823043
115.08448773307721,70.5112971326395,113.05258662707283,186.89803473318608,148.122240872487
118.15468083837804,71.65338229940141,119.62899986115089,184.78034799759513,149.55953355116068
